REQUEST,Goods,oracle code,,ITEM DESCRIPTION,ITEM CATEGORY,QTY,price,JOB NO,total-amount,STATUE,ORDER,,
REQ2500027366,Goods, 10057478,,"PANEL INDICATOR 220VAC/DC, COLOUR: BLUE, PART NO. AD22-22DS, MAKE: GIFFEX",ELECTRICAL MATERIAL,20,4,4378M,80,Approved,PO2500015845,,
REQ2500027366,Goods, 10057477,,"PANEL INDICATOR 220VAC/DC, COLOUR: RED, PART NO. AD22-22DS, MAKE: GIFFEX",ELECTRICAL MATERIAL,20,4,4378M,80,Approved,PO2500015845,,
REQ2500027351,Goods, 10017785,,"CONTACTOR 11KW, 110V AC COIL 400V 25A(AC3), 40A(AC1), 3P+1NO/1NC, PART NO. LC1D25F7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,4,98,4378M,392,Approved,PO2500015849,,
REQ2500027351,Goods, 10017785,,"CONTACTOR 11KW, 110V AC COIL 400V 25A(AC3), 40A(AC1), 3P+1NO/1NC, PART NO. LC1D25F7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,4,98,4378M,392,Approved,PO2500015849,,
REQ2500027546,Goods, 10020601,,"ANTI VIBRATION RUBBER PAD 9MM X 450MM X 450MM, ORIGIN: UAE",MECHANICAL MATERIAL,36,12,4378M,432,Approved,PO2500015852,,
REQ2500027220,Goods, 10002903,,"MEASURING TAPE 5MTR., PLASTIC BODY, MAKE: STANLEY, ORIGIN: USA",MATERIALS LOCAL,5,7.2,4378M,36,Approved,895406,,
REQ2500027220,Goods, 10002903,,"MEASURING TAPE 5MTR., PLASTIC BODY, MAKE: STANLEY, ORIGIN: USA",MATERIALS LOCAL,5,7.2,4378M,36,Approved,895406,,
REQ2500027546,Goods, 10020601,,"ANTI VIBRATION RUBBER PAD 9MM X 450MM X 450MM, ORIGIN: UAE",MECHANICAL MATERIAL,36,12,4378M,432,Approved,PO2500015852,,
REQ2500027554,Goods, 10013823,,"ANGLE 50 X 50 X 3MM X 6MTR LTH, MS, ORIGIN: CHINA",MECHANICAL MATERIAL,26,32,4378M,832,Approved,PO2500015872,,
REQ2500027554,Goods, 10013823,,"ANGLE 50 X 50 X 3MM X 6MTR LTH, MS, ORIGIN: CHINA",MECHANICAL MATERIAL,26,32,4378M,832,Approved,PO2500015872,,
REQ2500027789,Goods, 10060509,,"COPPER COIL 7/8"", MAKE: MAKSAL, ORIGIN: RSA",MECHANICAL MATERIAL,3,500,4378M,1500,Approved,PO2500015881,,
REQ2500027307,Goods, 10002373,,"CANVAS CLOTH 6 OZ, 36"" X 20 YARD / ROLL, MAKE: TAKA, ORIGIN: PAKISTAN",CIVIL MATERIAL,20,10.43460932,4378M,208.6921864,Approved,898322,,
REQ2500027307,Goods, 10000083,,"OVERLOAD RELAY 2.5-4A, MODEL NO. LRD08, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,4,54,4378M,216,Approved,898322,,
REQ2500027307,Goods, 10002373,,"CANVAS CLOTH 6 OZ, 36"" X 20 YARD / ROLL, MAKE: TAKA, ORIGIN: PAKISTAN",CIVIL MATERIAL,20,10.43460932,4378M,208.6921864,Approved,898322,,
REQ2500027307,Goods, 10000083,,"OVERLOAD RELAY 2.5-4A, MODEL NO. LRD08, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,4,54,4378M,216,Approved,898322,,
REQ2500027789,Goods, 10060509,,"COPPER COIL 7/8"", MAKE: MAKSAL, ORIGIN: RSA",MECHANICAL MATERIAL,3,500,4378M,1500,Approved,PO2500015881,,
REQ2500027308,Goods, 10007930,,"THERMAL OVERLOAD RELAY 4A - 6A, PART NO. LRD10, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,10,57.82,4378M,578.2,Approved,PO2500015895,,
REQ2500027308,Goods, 10007930,,"THERMAL OVERLOAD RELAY 4A - 6A, PART NO. LRD10, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,10,57.82,4378M,578.2,Approved,PO2500015895,,
REQ2500028036,Goods, 10002681,,"SPLIT WALL 24000BTU HI-EER R410, ROTARY, MODEL NO. 123RASGA24-FD, MAKE: GENERAL, ORIGIN: THAILAND",AC,2,2725,4378M,5450,Approved,PO2500015983,,
REQ2500028036,Goods, 10002681,,"SPLIT WALL 24000BTU HI-EER R410, ROTARY, MODEL NO. 123RASGA24-FD, MAKE: GENERAL, ORIGIN: THAILAND",AC,2,2725,4378M,5450,Approved,PO2500015983,,
REQ2500027366,Goods, 10050071,,"V-BELT B-63, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,15,23,4378M,345,Approved,PO2500016017,,
REQ2500027366,Goods, 10050071,,"V-BELT B-63, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,15,23,4378M,345,Approved,PO2500016017,,
REQ2500027306,Goods, 10033750,,"BEARING 6203-2Z-1/2"", MAKE: SKF, ORIGIN: EUROPE",MECHANICAL MATERIAL,20,8.5,4378M,170,Approved,PO2500016104,,
REQ2500027306,Goods, 10033750,,"BEARING 6203-2Z-1/2"", MAKE: SKF, ORIGIN: EUROPE",MECHANICAL MATERIAL,20,8.5,4378M,170,Approved,PO2500016104,,
REQ2500027535,Goods, 10060354,,PREVENTIVE MAINTENANCE FOR CCU SYSTEM AT CMW FUJAIRAH – BOQ AS PER ANNEXURE I,REPAIR AND MAINT COMPUTER,28,1000,4378M,28000,Approved,PO2500016118,,
REQ2500027535,Goods, 10060354,,PREVENTIVE MAINTENANCE FOR CCU SYSTEM AT CMW FUJAIRAH – BOQ AS PER ANNEXURE I,REPAIR AND MAINT COMPUTER,28,1000,4378M,28000,Approved,PO2500016118,,
REQ2500028629,Goods, 10060354,,PREVENTIVE MAINTENANCE FOR CCU SYSTEM AT CMW FUJAIRAH – BOQ AS PER ANNEXURE I,REPAIR AND MAINT COMPUTER,28,1000,4378M,28000,Approved,PO2500016118,,
REQ2500028106,Goods, 10060145,,"SUPPLY OF REFURBISHED EXV VALVE FOR RTAC 200 CHILLER NO. 1 SYSTEM A IN 3RD BUILDING AT MANAMA CAMP, TRAINING CENTER FOR GISCO, SCOPE OF WORK AS PER ANNEXURE",SUB CONTRACT MECHANICAL,1,7500,4378M,7500,Approved,PO2500016163,,
REQ2500028106,Goods, 10060145,,"SUPPLY OF REFURBISHED EXV VALVE FOR RTAC 200 CHILLER NO. 1 SYSTEM A IN 3RD BUILDING AT MANAMA CAMP, TRAINING CENTER FOR GISCO, SCOPE OF WORK AS PER ANNEXURE",SUB CONTRACT MECHANICAL,1,7500,4378M,7500,Approved,PO2500016163,,
REQ2500027366,Goods, 10050102,,"SELECTOR SWITCH, PART NO. XB5AG21, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,10,47.23,4378M,472.3,Approved,PO2500016192,,
REQ2500027366,Goods, 10050102,,"SELECTOR SWITCH, PART NO. XB5AG21, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,10,47.23,4378M,472.3,Approved,PO2500016192,,
REQ2500028414,Goods, 10000012,,"PUSH BUTTON GREEN WITH 1 NO, PART NO. XB4BA31, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,10,20,4378M,200,Approved,PO2500016255,,
REQ2500028414,Goods, 10000012,,"PUSH BUTTON GREEN WITH 1 NO, PART NO. XB4BA31, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,10,20,4378M,200,Approved,PO2500016255,,
REQ2500027164,Goods, 10002851,,"CANVAS COATING GEE FIX 30/36 (EQUIVALENT TO FOSTER 30/36), PACKING: 20KG / DRUM, ORIGIN: UAE",MATERIALS LOCAL,6,33.5,4378M,201,Approved,PO2500016292,,
REQ2500027164,Goods, 10002851,,"CANVAS COATING GEE FIX 30/36 (EQUIVALENT TO FOSTER 30/36), PACKING: 20KG / DRUM, ORIGIN: UAE",MATERIALS LOCAL,6,33.5,4378M,201,Approved,PO2500016292,,
REQ2500028292,Goods, 10000083,,"OVERLOAD RELAY 2.5-4A, MODEL NO. LRD08, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,10,54,4378M,540,Approved,PO2500016317,,
REQ2500027543,Goods, 10002049,,"FISCHER 6MM X 30MM, CAP TYPE, CF6CT, PACKING 80 NOS./PKT., MAKE: CLARKE",MATERIALS LOCAL,20,1,4378M,20,Approved,900329,,
REQ2500027543,Goods, 10002049,,"FISCHER 6MM X 30MM, CAP TYPE, CF6CT, PACKING 80 NOS./PKT., MAKE: CLARKE",MATERIALS LOCAL,20,1,4378M,20,Approved,900329,,
REQ2500028292,Goods, 10007930,,"THERMAL OVERLOAD RELAY 4A - 6A, PART NO. LRD10, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,10,57.82,4378M,578.2,Approved,PO2500016317,,
REQ2500028292,Goods, 10000083,,"OVERLOAD RELAY 2.5-4A, MODEL NO. LRD08, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,10,54,4378M,540,Approved,PO2500016317,,
REQ2500028292,Goods, 10007930,,"THERMAL OVERLOAD RELAY 4A - 6A, PART NO. LRD10, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,10,57.82,4378M,578.2,Approved,PO2500016317,,
REQ2500028292,Goods, 10036520,,"V BELT, B-74, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,27,4378M,270,Approved,PO2500016318,,
REQ2500028292,Goods, 10036520,,"V BELT, B-74, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,27,4378M,270,Approved,PO2500016318,,
REQ2500028292,Goods, 10002451,,"TIME DELAY RELAY 10 - 1000 SEC, 24V AC, PART NO. HMVR24A2X1000, MODEL NO. ICM104/24VAC, MAKE: ICM, ORIGIN: USA",ELECTRICAL MATERIAL,10,113,4378M,1130,Approved,PO2500016323,,
REQ2500028292,Goods, 10002851,,"CANVAS COATING GEE FIX 30/36 (EQUIVALENT TO FOSTER 30/36), PACKING: 20KG / DRUM, ORIGIN: UAE",MATERIALS LOCAL,15,33.5,4378M,502.5,Approved,PO2500016323,,
REQ2500028292,Goods, 10002451,,"TIME DELAY RELAY 10 - 1000 SEC, 24V AC, PART NO. HMVR24A2X1000, MODEL NO. ICM104/24VAC, MAKE: ICM, ORIGIN: USA",ELECTRICAL MATERIAL,10,113,4378M,1130,Approved,PO2500016323,,
REQ2500028292,Goods, 10002851,,"CANVAS COATING GEE FIX 30/36 (EQUIVALENT TO FOSTER 30/36), PACKING: 20KG / DRUM, ORIGIN: UAE",MATERIALS LOCAL,15,33.5,4378M,502.5,Approved,PO2500016323,,
REQ2500028292,Goods, 10000737,,"TRANSFORMER 240VAC TO 24VAC 40VA, PRODUCT CODE: SM-CM-293",ELECTRICAL MATERIAL,10,43,4378M,430,Approved,PO2500016325,,
REQ2500028156,Goods, 10002323,,"PILLOW VACCUM PACK 700GRAM, STD, COLOUR: WHITE, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,3,8.000001141,4378M,24.00000342,Approved,907352,,
REQ2500028156,Goods, 10002324,,"BED SHEET SINGLE 150 X 230CM WITH PILLOW CASE 50 X 75CM, BRAND: INDIGO, ORIGIN: PAKISTAN",LABOUR ACCOMMODATION EXPS,3,19.00001878,4378M,57.00005634,Approved,907352,,
REQ2500028156,Goods, 10002322,,"BLANKET SINGLE 2PLY 170 X 230CM, WEIGHT: 10.2LBS, BRAND: FLORA GOLD, ORIGIN: KOREA",LABOUR ACCOMMODATION EXPS,3,64.99991286,4378M,194.9997386,Approved,907352,,
REQ2500028156,Goods, 10002323,,"PILLOW VACCUM PACK 700GRAM, STD, COLOUR: WHITE, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,3,8.000001141,4378M,24.00000342,Approved,907352,,
REQ2500028156,Goods, 10002324,,"BED SHEET SINGLE 150 X 230CM WITH PILLOW CASE 50 X 75CM, BRAND: INDIGO, ORIGIN: PAKISTAN",LABOUR ACCOMMODATION EXPS,3,19.00001878,4378M,57.00005634,Approved,907352,,
REQ2500028156,Goods, 10002322,,"BLANKET SINGLE 2PLY 170 X 230CM, WEIGHT: 10.2LBS, BRAND: FLORA GOLD, ORIGIN: KOREA",LABOUR ACCOMMODATION EXPS,3,64.99991286,4378M,194.9997386,Approved,907352,,
REQ2500028236,Goods, 10002323,,"PILLOW VACCUM PACK 700GRAM, STD, COLOUR: WHITE, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,16,8.000001141,4378M,128.0000183,Approved,911327,,
REQ2500028236,Goods, 10002324,,"BED SHEET SINGLE 150 X 230CM WITH PILLOW CASE 50 X 75CM, BRAND: INDIGO, ORIGIN: PAKISTAN",LABOUR ACCOMMODATION EXPS,16,19.00001878,4378M,304.0003005,Approved,911327,,
REQ2500028236,Goods, 10002322,,"BLANKET SINGLE 2PLY 170 X 230CM, WEIGHT: 10.2LBS, BRAND: FLORA GOLD, ORIGIN: KOREA",LABOUR ACCOMMODATION EXPS,16,64.99991286,4378M,1039.998606,Approved,911327,,
REQ2500028236,Goods, 10002325,,"MATRESS FULLY MEDICATED, THICKNESS: 8CM, WITH 5 YEAR WARRANTY, BRAND: SUPER, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,1,75,4378M,75,Approved,911327,,
REQ2500028236,Goods, 10002323,,"PILLOW VACCUM PACK 700GRAM, STD, COLOUR: WHITE, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,16,8.000001141,4378M,128.0000183,Approved,911327,,
REQ2500028236,Goods, 10002324,,"BED SHEET SINGLE 150 X 230CM WITH PILLOW CASE 50 X 75CM, BRAND: INDIGO, ORIGIN: PAKISTAN",LABOUR ACCOMMODATION EXPS,16,19.00001878,4378M,304.0003005,Approved,911327,,
REQ2500028236,Goods, 10002322,,"BLANKET SINGLE 2PLY 170 X 230CM, WEIGHT: 10.2LBS, BRAND: FLORA GOLD, ORIGIN: KOREA",LABOUR ACCOMMODATION EXPS,16,64.99991286,4378M,1039.998606,Approved,911327,,
REQ2500028236,Goods, 10002325,,"MATRESS FULLY MEDICATED, THICKNESS: 8CM, WITH 5 YEAR WARRANTY, BRAND: SUPER, ORIGIN: UAE",LABOUR ACCOMMODATION EXPS,1,75,4378M,75,Approved,911327,,
REQ2500028291,Goods, 10000113,,"CONTACTOR 15KW 400V 32A (AC3) 50A (AC1) 3P 24V AC COIL, 1NO/1NC, PART NO. LC1D32B7, MAKE: SCHNEIDER, ORIGIN: FRANCE",ELECTRICAL MATERIAL,15,117,4378M,1755,Approved,911342,,
REQ2500028291,Goods, 10000055,,"CONTACTOR 11KW 400V 25A (AC3) 40A (AC1) 3P 1NO+1NC 220V AC COIL, 50/60HZ., PART NO. LC1D25U7, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,15,88.5,4378M,1327.5,Approved,911342,,
REQ2500028291,Goods, 10025305,,"BLACK TAPE 2"" X 60Ft, PVC, PACKING: 60 ROLL / BOX, PRODUCT CODE: IFT-0009, MAKE: INNERFIX",CIVIL MATERIAL,50,1.74,4378M,87,Approved,911342,,
REQ2500028291,Goods, 10000151,,"CONTACTOR 9A 3P 240V AC, 1NO+1NC, 50/60HZ., PART NO. LC1D09U7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,15,43.5,4378M,652.5,Approved,911342,,
REQ2500028291,Goods, 10002373,,"CANVAS CLOTH 6 OZ, 36"" X 20 YARD / ROLL, MAKE: TAKA, ORIGIN: PAKISTAN",CIVIL MATERIAL,10,10.43460932,4378M,104.3460932,Approved,911342,,
REQ2500028291,Goods, 10002738,,"FREON GAS R410A X 25LBS / 11.3KG DISPOSIBLE CYLINDER, MAKE: FLORON",GAS,7,282.9850337,4378M,1980.895236,Approved,911342,,
REQ2500028291,Goods, 10007631,,"GAS R22, PACKING: 13.6KG 30LBS. DISPOSABLE CYLINDER, BRAND: MAFRON, ORIGIN: INDIA",GAS,10,230.0026677,4378M,2300.026677,Approved,911342,,
REQ2500028291,Goods, 10001852,,"PAINT RADIATOR / ROLLER REFILLS 4"" (REFILLS ONLY), MAKE: CLARKE",CIVIL MATERIAL,30,0.65,4378M,19.5,Approved,911342,,
REQ2500028291,Goods, 10000113,,"CONTACTOR 15KW 400V 32A (AC3) 50A (AC1) 3P 24V AC COIL, 1NO/1NC, PART NO. LC1D32B7, MAKE: SCHNEIDER, ORIGIN: FRANCE",ELECTRICAL MATERIAL,15,117,4378M,1755,Approved,911342,,
REQ2500028291,Goods, 10000055,,"CONTACTOR 11KW 400V 25A (AC3) 40A (AC1) 3P 1NO+1NC 220V AC COIL, 50/60HZ., PART NO. LC1D25U7, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,15,88.5,4378M,1327.5,Approved,911342,,
REQ2500028291,Goods, 10025305,,"BLACK TAPE 2"" X 60Ft, PVC, PACKING: 60 ROLL / BOX, PRODUCT CODE: IFT-0009, MAKE: INNERFIX",CIVIL MATERIAL,50,1.74,4378M,87,Approved,911342,,
REQ2500028291,Goods, 10000151,,"CONTACTOR 9A 3P 240V AC, 1NO+1NC, 50/60HZ., PART NO. LC1D09U7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,15,43.5,4378M,652.5,Approved,911342,,
REQ2500028291,Goods, 10002373,,"CANVAS CLOTH 6 OZ, 36"" X 20 YARD / ROLL, MAKE: TAKA, ORIGIN: PAKISTAN",CIVIL MATERIAL,10,10.43460932,4378M,104.3460932,Approved,911342,,
REQ2500028291,Goods, 10002738,,"FREON GAS R410A X 25LBS / 11.3KG DISPOSIBLE CYLINDER, MAKE: FLORON",GAS,7,282.9850337,4378M,1980.895236,Approved,911342,,
REQ2500028291,Goods, 10007631,,"GAS R22, PACKING: 13.6KG 30LBS. DISPOSABLE CYLINDER, BRAND: MAFRON, ORIGIN: INDIA",GAS,10,230.0026677,4378M,2300.026677,Approved,911342,,
REQ2500028291,Goods, 10001852,,"PAINT RADIATOR / ROLLER REFILLS 4"" (REFILLS ONLY), MAKE: CLARKE",CIVIL MATERIAL,30,0.65,4378M,19.5,Approved,911342,,
REQ2500028292,Goods, 10000737,,"TRANSFORMER 240VAC TO 24VAC 40VA, PRODUCT CODE: SM-CM-293",ELECTRICAL MATERIAL,10,43,4378M,430,Approved,PO2500016325,,
REQ2500028541,Goods, 10002731,,"OIL 3GS 3.78LTR GAL, BRAND: SUNISE, ORIGIN: INDIA",OIL AND FILTERS,5,43,4378M,215,Approved,PO2500016435,,
REQ2500028541,Goods, 10011543,,"CONTACTOR 40A 24VAC 2P 50/60 HZ, PART NO. MC40P2, MAKE: DACO, ORIGIN: KOREA",ELECTRICAL MATERIAL,50,45,4378M,2250,Approved,PO2500016435,,
REQ2500028541,Goods, 10011543,,"CONTACTOR 40A 24VAC 2P 50/60 HZ, PART NO. MC40P2, MAKE: DACO, ORIGIN: KOREA",ELECTRICAL MATERIAL,50,45,4378M,2250,Approved,PO2500016435,,
REQ2500028541,Goods, 10002731,,"OIL 3GS 3.78LTR GAL, BRAND: SUNISE, ORIGIN: INDIA",OIL AND FILTERS,5,43,4378M,215,Approved,PO2500016435,,
REQ2500028541,Goods, 10038386,,"SELF DRILLING SCREW 8 X 1/2"", WAFER HEAD, PACKING: 1000 NOS/PKT, ORIGIN: CHINA",MATERIALS LOCAL,2,18,4378M,36,Approved,PO2500016444,,
REQ2500028541,Goods, 10048555,,"SELF DRILLING SCREW 8 X 1"", WAFER HEAD, PACKING: 1000NOS/PKT, ORIGIN: CHINA",MATERIALS LOCAL,2,32,4378M,64,Approved,PO2500016444,,
REQ2500028541,Goods, 10038386,,"SELF DRILLING SCREW 8 X 1/2"", WAFER HEAD, PACKING: 1000 NOS/PKT, ORIGIN: CHINA",MATERIALS LOCAL,2,18,4378M,36,Approved,PO2500016444,,
REQ2500028541,Goods, 10048555,,"SELF DRILLING SCREW 8 X 1"", WAFER HEAD, PACKING: 1000NOS/PKT, ORIGIN: CHINA",MATERIALS LOCAL,2,32,4378M,64,Approved,PO2500016444,,
REQ2500028541,Goods, 10007899,,"ALUMINIUM FILTER MEDIA SHEETS 40"" X 64"" X 1"", BRAND: BINAIR, ORIGIN: UAE",MECHANICAL MATERIAL,10,111.55,4378M,1115.5,Approved,PO2500016445,,
REQ2500028541,Goods, 10007899,,"ALUMINIUM FILTER MEDIA SHEETS 40"" X 64"" X 1"", BRAND: BINAIR, ORIGIN: UAE",MECHANICAL MATERIAL,10,111.55,4378M,1115.5,Approved,PO2500016445,,
REQ2500028541,Goods, 10000132,,"PHASE FAILURE RELAY 3 PHASE, PART NO. RM17TG20, MAKE: SCHNEIDER ELECTRIC, ORIGIN: INDIA",ELECTRICAL MATERIAL,20,93.04,4378M,1860.8,Approved,PO2500016446,,
REQ2500028541,Goods, 10000132,,"PHASE FAILURE RELAY 3 PHASE, PART NO. RM17TG20, MAKE: SCHNEIDER ELECTRIC, ORIGIN: INDIA",ELECTRICAL MATERIAL,20,93.04,4378M,1860.8,Approved,PO2500016446,,
REQ2500028541,Goods, 10015678,,"TERMINAL CONNECTOR 6MM, PVC CLEAR TYPE, PACKING: 10PCS/PKT, MAKE: KEDBROOKE, ORIGIN: INDIA ",ELECTRICAL MATERIAL,3,8.4,4378M,25.2,Approved,PO2500016447,,
REQ2500028538,Goods, 10000009,,"BATTERY AA, PACKING: 20 CARD / BOX, 2PCS / CARD, BRAND: ENERGIZER",BATTERY,20,2.435291397,4378M,48.70582794,Approved,915354,,
REQ2500028538,Goods, 10000487,,"BATTERY AAA, PACKING: 20 CARD / BOX, 2PCS / CARD, BRAND: ENERGIZER",BATTERY,20,4.676876593,4378M,93.53753186,Approved,915354,,
REQ2500028538,Goods, 10001761,,"DOTTED GLOVES 14 OZ - SINGLE SIDE DOTTED, MATERIAL: POLYSTER, COTTON & PVC DOTS, MODEL NO. 757, PART NO. 81GLOV-SSD, MAKE: RIGMAN",OTHER EXPENSES,100,0.95,4378M,95,Approved,915354,,
REQ2500028538,Goods, 10000061,,"INSULATION TAPE 19MM X 10Y, RED, MAKE: 3M, ORIGIN: UK",ELECTRICAL MATERIAL,30,0.850517598,4378M,25.51552794,Approved,915354,,
REQ2500028538,Goods, 10001737,,"FOAM SPRAY 500ML, PACKING: 12PC / CTN, MAKE: ASMACO",CIVIL MATERIAL,12,6.751180885,4378M,81.01417062,Approved,915354,,
REQ2500028538,Goods, 10033190,,"TERMINAL CONNECTOR 16MM, PVC WHITE, PACKING: 10 STRIP / PKT; 10PCS / STRIP, MAKE: KEDBROOKE, ORIGIN: INDIA ",ELECTRICAL MATERIAL,3,33.5,4378M,100.5,Approved,915354,,
REQ2500028538,Goods, 10000181,,"EXTENSION REEL 4 GANG BS STANDARD SOCKETS WITH 25 MTR CABLE, MODEL NO. EBCR25MT, MAKE: RR, ORIGIN: INDIA",ELECTRICAL MATERIAL,1,110.1317523,4378M,110.1317523,Approved,915354,,
REQ2500028538,Goods, 10005067,,"PEN 1.0MM, BLACK, TRI-MATE, MAKE: CELLO, ORIGIN: INDIA",STAIONERY,5,0.310045123,4378M,1.550225615,Approved,915354,,
REQ2500028538,Goods, 10005039,,"PEN, COLOR BLUE, 0.7MM FINE, MODEL 1423, MAKE: FABER CASTELL, ORIGIN: GERMANY",STAIONERY,15,0.38,4378M,5.7,Approved,915354,,
REQ2500028538,Goods, 10000009,,"BATTERY AA, PACKING: 20 CARD / BOX, 2PCS / CARD, BRAND: ENERGIZER",BATTERY,20,2.435291397,4378M,48.70582794,Approved,915354,,
REQ2500028538,Goods, 10000487,,"BATTERY AAA, PACKING: 20 CARD / BOX, 2PCS / CARD, BRAND: ENERGIZER",BATTERY,20,4.676876593,4378M,93.53753186,Approved,915354,,
REQ2500028538,Goods, 10001761,,"DOTTED GLOVES 14 OZ - SINGLE SIDE DOTTED, MATERIAL: POLYSTER, COTTON & PVC DOTS, MODEL NO. 757, PART NO. 81GLOV-SSD, MAKE: RIGMAN",OTHER EXPENSES,100,0.95,4378M,95,Approved,915354,,
REQ2500028538,Goods, 10000061,,"INSULATION TAPE 19MM X 10Y, RED, MAKE: 3M, ORIGIN: UK",ELECTRICAL MATERIAL,30,0.850517598,4378M,25.51552794,Approved,915354,,
REQ2500028538,Goods, 10001737,,"FOAM SPRAY 500ML, PACKING: 12PC / CTN, MAKE: ASMACO",CIVIL MATERIAL,12,6.751180885,4378M,81.01417062,Approved,915354,,
REQ2500028538,Goods, 10033190,,"TERMINAL CONNECTOR 16MM, PVC WHITE, PACKING: 10 STRIP / PKT; 10PCS / STRIP, MAKE: KEDBROOKE, ORIGIN: INDIA ",ELECTRICAL MATERIAL,3,33.5,4378M,100.5,Approved,915354,,
REQ2500028538,Goods, 10000181,,"EXTENSION REEL 4 GANG BS STANDARD SOCKETS WITH 25 MTR CABLE, MODEL NO. EBCR25MT, MAKE: RR, ORIGIN: INDIA",ELECTRICAL MATERIAL,1,110.1317523,4378M,110.1317523,Approved,915354,,
REQ2500028538,Goods, 10005067,,"PEN 1.0MM, BLACK, TRI-MATE, MAKE: CELLO, ORIGIN: INDIA",STAIONERY,5,0.310045123,4378M,1.550225615,Approved,915354,,
REQ2500028538,Goods, 10005039,,"PEN, COLOR BLUE, 0.7MM FINE, MODEL 1423, MAKE: FABER CASTELL, ORIGIN: GERMANY",STAIONERY,15,0.38,4378M,5.7,Approved,915354,,
REQ2500028541,Goods, 10015678,,"TERMINAL CONNECTOR 6MM, PVC CLEAR TYPE, PACKING: 10PCS/PKT, MAKE: KEDBROOKE, ORIGIN: INDIA ",ELECTRICAL MATERIAL,3,8.4,4378M,25.2,Approved,PO2500016447,,
REQ2500027217,Goods, 10002752,,"PIPE WRENCH 18"" STRAIGHT H/D, PART NO. 31025-18, MAKE: RIDGID, ORIGIN: USA",MECHANICAL MATERIAL,2,225,4378M,450,Approved,PO2500016468,,
REQ2500027217,Goods, 10002349,,"PIPE WRENCH 14"" STRAIGHT H/D, PART NO. 31020-14, MAKE: RIDGID, ORIGIN: USA",MATERIALS LOCAL,2,2,4378M,4,Approved,PO2500016468,,
REQ2500027217,Goods, 10002752,,"PIPE WRENCH 18"" STRAIGHT H/D, PART NO. 31025-18, MAKE: RIDGID, ORIGIN: USA",MECHANICAL MATERIAL,2,225,4378M,450,Approved,PO2500016468,,
REQ2500027217,Goods, 10002349,,"PIPE WRENCH 14"" STRAIGHT H/D, PART NO. 31020-14, MAKE: RIDGID, ORIGIN: USA",MATERIALS LOCAL,2,2,4378M,4,Approved,PO2500016468,,
REQ2500028792,Goods, 10021523,,"V BELT B-34, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,11,4378M,110,Approved,PO2500016521,,
REQ2500028792,Goods, 10018563,,"V BELT A-41, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,10,4378M,100,Approved,PO2500016521,,
REQ2500028792,Goods, 10021523,,"V BELT B-34, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,11,4378M,110,Approved,PO2500016521,,
REQ2500028792,Goods, 10018563,,"V BELT A-41, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,10,4378M,100,Approved,PO2500016521,,
REQ2500028792,Goods, 10054153,,"CONTACTOR 50A, 24V AC COIL, 3P, PART NO. LC1D50AB7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,15,205,4378M,3075,Approved,PO2500016546,,
