REQUEST,Goods,oracle code,,ITEM DESCRIPTION,ITEM CATEGORY,QTY,price,JOB NO,total-amount,STATUE,ORDER,,
REQ2500010195,Goods, 10001898,,"TANGIT GLUE, ALL PRESSURE UPVC PIPE ADHESIVE, STANDARD ASTM D2564, COLOUR: PINK, PACKING: 500G/CAN, MAKE: HENKEL, ORIGIN: GERMANY",MATERIALS LOCAL,10,25.3110707,4378M,253.110707,Approved,780273,,
REQ2500010195,Goods, 10001698,,"RUBBER HAND GLOVES 100G, LONG SIZE, PACKING: 12 PAIRS / BOX, BRAND: SUN, ORIGIN: PRC",MATERIALS LOCAL,30,0.977933205,4378M,29.33799615,Approved,780273,,
REQ2500009951,Goods, 10009123,,"PRESSURE PUMP HD9 / 80L, 240V / 50Hz, MAKE: KRANZLE, ORIGIN: GERMANY",MECHANICAL EQUIPMENT,6,2270,0,13620,Approved,PO2500005970,,
REQ2500009951,Goods, 10006781,,"BRAZING SET PORTABLE COMPLETE WITH TROLLEY 504, WELDING OUTLET KL550-5, ACETYLENE & OXYGEN CYLINDER 40CU. FT., MODEL: KL-550, MAKE: UNIWELD, ORIGIN: USA",MECHANICAL MATERIAL,4,1950,0,7800,Approved,PO2500005971,,
REQ2500010896,Goods, 10015833,,"TOOL BOX SET FOR HVAC, AS PER ANNEXURE",MATERIALS LOCAL,10,968.79,4378M,9687.9,Approved,PO2500005982,,
REQ2500010418,Goods, 10000157,,"ISOLATOR 32-40A, 3 POLE 220V, PART NO. KSE340TPN, W/P WITH METAL BODY, MAKE: ABB",ELECTRICAL MATERIAL,9,100,4378M,900,Approved,PO2500005999,,
REQ2500010418,Goods, 10014039,,"CABLE FLEXIBLE 4C X 4SQMM, FULL GAUGE, 100 YARD, MAKE: MESC",CABLES,1,590,4378M,590,Approved,PO2500006003,,
REQ2500010418,Goods, 10019516,,"FLEXIBLE CABLE 4C X 2.5SQMM, MAKE: MESC, ORIGIN: UAE",CABLES,1,392,4378M,392,Approved,PO2500006003,,
REQ2500011125,Goods, 10002540,,"CAPACITOR 55+5 MFD, ROUND METAL BODY, ORIGIN: INDIA",ELECTRICAL MATERIAL,50,13,4378M,650,Approved,PO2500006093,,
REQ2500010988,Goods, 10009436,,"V BELT A-40, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,20,10,4378M,200,Approved,PO2500006095,,
REQ2500010988,Goods, 10004603,,"V-BELT SPZ-1750, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,20,18,4378M,360,Approved,PO2500006095,,
REQ2500010988,Goods, 10018563,,"V BELT A-41, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,20,10,4378M,200,Approved,PO2500006095,,
REQ2500011125,Goods, 10009438,,"V BELT A-36, MAKE: DUNLOP, ORIGIN: KOREA",MECHANICAL MATERIAL,10,9,4378M,90,Approved,PO2500006097,,
REQ2500010573,Goods, 10019347,,"WATER FILTER 3 STAGE, MAKE: SO SAFE",MATERIALS LOCAL,1,185,4378M,185,Approved,PO2500006133,,
REQ2500011206,Goods, 10048700,,"HUMVAC VACUUM PUMP 6CFM 220V/240, 50/60HZ, MAKE: UNIWELD",MECHANICAL MATERIAL,4,875,4378M,3500,Approved,PO2500006163,,
REQ2500011206,Goods, 10050201,,"WATER COOLER 3 TAP, CAPACITY: 45GLN, STAINLESS STEEL WITH FILTER, MAKE: M GENERAL",ELECTRICAL EQUIPMENT,1,1000,4378M,1000,Approved,PO2500006167,,
REQ2500011125,Goods, 10033878,,"V-BELT A-56, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,10,8,4378M,80,Approved,PO2500006179,,
REQ2500011125,Goods, 10017111,,"V BELT A-58, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,10,8,4378M,80,Approved,PO2500006179,,
REQ2500011125,Goods, 10035951,,"V-BELT A-35, MAKE: PIX, ORIGIN: INDIA ",MECHANICAL MATERIAL,10,5.25,4378M,52.5,Approved,PO2500006179,,
REQ2500011125,Goods, 10009533,,"V BELT A-30, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,10,4.5,4378M,45,Approved,PO2500006179,,
REQ2500011125,Goods, 10014811,,"V BELT SPZ-1060, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,10,7,4378M,70,Approved,PO2500006179,,
REQ2500010988,Goods, 10017106,,"V BELT B-72, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,20,12.75,4378M,255,Approved,PO2500006180,,
REQ2500010310,Goods, 10002258,,"CAP WITH PRINTING GISCO LOGO & NAME, MATERIAL: BRUSH COTTON",MATERIALS LOCAL,45,8,4378M,360,Approved,781277,,
REQ2500010988,Goods, 10017142,,"V BELT A-51, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,50,7.5,4378M,375,Approved,PO2500006180,,
REQ2500010988,Goods, 10034504,,"V BELT A-53, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,20,7.5,4378M,150,Approved,PO2500006180,,
REQ2500010988,Goods, 10017149,,"V BELT SPA-1950, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,20,16.01,4378M,320.2,Approved,PO2500006180,,
REQ2500010988,Goods, 10047141,,"V BELT A-27, MAKE: PIX, ORIGIN; INDIA",MECHANICAL MATERIAL,20,3.75,4378M,75,Approved,PO2500006180,,
REQ2500010169,Goods, 10009123,,"PRESSURE PUMP HD9 / 80L, 240V / 50Hz, MAKE: KRANZLE, ORIGIN: GERMANY",MECHANICAL EQUIPMENT,6,2270,0,13620,Approved,PO2500006185,,
REQ2500010563,Goods, 10002268,,"FILTER DRIER EK083 3/8"" FLARE, MAKE: EMERSON",MECHANICAL MATERIAL,10,16.01886792,4378M,160.1886792,Approved,780318,,
REQ2500010563,Goods, 10002471,,"FILTER DRIER EK165 5/8"", FLARE, MAKE: EMERSON",MECHANICAL MATERIAL,10,22.41460202,4378M,224.1460202,Approved,780318,,
REQ2500010563,Goods, 10002433,,"FILTER DRIER 3/8"", EK163F, BRAND: EMERSON",MECHANICAL MATERIAL,10,19.83486239,4378M,198.3486239,Approved,780318,,
REQ2500010563,Goods, 10047407,,"FILTER DRIER 1/2"" FLARE DCL 164, PART NO. 023Z50091, BRAND: DANFOSS",MECHANICAL MATERIAL,5,32,4378M,160,Approved,780318,,
REQ2500010563,Goods, 10001726,,"SPECTACLES, SAFETY CLEAR LENS, MODEL: SG511-CL, MAKE: ORRIS / RIGMAN, ORIGIN: TAIWAN",MATERIALS LOCAL,50,2.1,4378M,105,Approved,780318,,
REQ2500010563,Goods, 10001743,,"SPECTACLES, SAFETY GREY LENS, MODEL NO. SG511-GR, MAKE: ORRIS / RIGMAN, ORIGIN: TAIWAN",MATERIALS LOCAL,15,2.1,4378M,31.5,Approved,780318,,
REQ2500010563,Goods, 10001297,,"FIRE BLANKET 4' X 4', PACKED IN RED SQUARED HARD PVC BOX, UL LISTED, ORIGIN: CHINA",MATERIALS LOCAL,6,22.78248719,4378M,136.6949231,Approved,780318,,
REQ2500010563,Goods, 10001814,,"DISPOSABLE FOAM EAR PLUG WITH COTTON CORD, PACKING: 100 PAIRS / PKT, MODEL NO. SEP 033C(CORDED), MAKE: EYEVEX, ORIGIN: CHINA",MATERIALS LOCAL,40,0.4,4378M,16,Approved,780318,,
REQ2500010563,Goods, 10001921,,"GLOVES MULTI-PURPOSE, MODEL NO. ST-2025 TACTIFLEX, PACKING: 1 PR / POLYBAG / 144 PR / CTN, MAKE: STEGO GLOVES TECHNOLOGIES",MATERIALS LOCAL,20,6.5,4378M,130,Approved,780318,,
REQ2500010563,Goods, 10001948,,"DISPOSABLE HAND GLOVES POWDER FREE, GLOVES MATERIAL: LATEX, PACKING: 100PCS / BOX, MAKE: BIO-PROTECTION",MATERIALS LOCAL,500,0.17,4378M,85,Approved,780318,,
REQ2500010888,Goods, 10019516,,"FLEXIBLE CABLE 4C X 2.5SQMM, MAKE: MESC, ORIGIN: UAE",CABLES,4,392,4378M,1568,Approved,PO2500006195,,
REQ2500010988,Goods, 10025305,,"BLACK TAPE 2"" X 60Ft, PVC, PACKING: 60 ROLL / BOX, PRODUCT CODE: IFT-0009, MAKE: INNERFIX",CIVIL MATERIAL,50,1.7,4378M,85,Approved,PO2500006197,,
REQ2500010169,Goods, 10006781,,"BRAZING SET PORTABLE COMPLETE WITH TROLLEY 504, WELDING OUTLET KL550-5, ACETYLENE & OXYGEN CYLINDER 40CU. FT., MODEL: KL-550, MAKE: UNIWELD, ORIGIN: USA",MECHANICAL MATERIAL,4,1950,0,7800,Approved,PO2500006242,,
REQ2500011435,Goods, 10012687,,"COMBINATION HAMMER 26MM 3-MODES, 220–240 V AC, MODEL NO. HR2630, MAKE: MAKITA",ELECTRICAL MATERIAL,4,590,4378M,2360,Approved,PO2500006312,,
REQ2500010886,Goods, 10000033,,"PLUG TOP 15A, PART NO. VX0042, MAKE: VOLEX, ORIGIN: UK",ELECTRICAL MATERIAL,30,4.107361669,4378M,123.2208501,Approved,783259,,
REQ2500011173,Goods, 10013096,,"OFFICE TABLE 1600 X 800 X 750MM, BEECH+BLACK, PRODUCT CODE: BNFNST1680 BBL, ORIGIN: FAREAST",OTHER EXPENSES,2,345,4378M,690,Approved,PO2500006337,,
REQ2500011173,Goods, 10048317,,"VISITOR CHAIR, BLACK VINYL, PRODUCT CODE: GDZ1066VC BLV, ORIGIN: UAE",MATERIALS LOCAL,6,395,4378M,2370,Approved,PO2500006337,,
REQ2500010997,Goods, 10000157,,"ISOLATOR 32-40A, 3 POLE 220V, PART NO. KSE340TPN, W/P WITH METAL BODY, MAKE: ABB",ELECTRICAL MATERIAL,8,100,4378M,800,Approved,PO2500006425,,
REQ2500010929,Goods, 10007511,,COTTON WASTE RAGS 10 KGS BUNDLE - COTTON RAG,CIVIL MATERIAL,50,10,4378M,500,Approved,782267,,
REQ2500010929,Goods, 10015678,,"TERMINAL CONNECTOR 6MM, PVC CLEAR TYPE, PACKING: 10PCS/PKT, MAKE: KEDBROOKE, ORIGIN: INDIA ",ELECTRICAL MATERIAL,10,8.4,4378M,84,Approved,782267,,
REQ2500010929,Goods, 10000487,,"BATTERY AAA, PACKING: 20 CARD / BOX, 2PCS / CARD, BRAND: ENERGIZER",BATTERY,50,4.8,4378M,240,Approved,782267,,
REQ2500010929,Goods, 10002337,,"FREON GAS R141B X 30LBS (R-11), DISPOSABLE PRESSURISED, ORIGIN: CHINA",GAS,5,86,4378M,430,Approved,782267,,
REQ2500010963,Goods, 10000608,,"FLEXIBLE CONDUIT 25MM X 15 MTR/ROL, BLACK PVC COVER, G.I COATED, HEAVY DUTY, BRAND: RELITE, ORIGIN: INDIA",ELECTRICAL MATERIAL,5,23,4378M,115,Approved,782278,,
REQ2500010963,Goods, 10002571,,"TRANSFORMER 60VA, 120/240/460V - 24V 50/60HZ, ORIGIN: CHINA",ELECTRICAL MATERIAL,6,45,4378M,270,Approved,782278,,
REQ2500010963,Goods, 10001632,,"DRILL BIT HSS 6 X 93MM, MODEL NO. D06410, PACKING: 10PCS/PKT, MAKE: MAKITA",MATERIALS LOCAL,5,3.1,4378M,15.5,Approved,782278,,
REQ2500010963,Goods, 10001666,,"CONCRETE DRILL BIT 8MM X 160MM DIA, PART NO. D00527, MAKE: MAKITA, ORIGIN: JAPAN",MATERIALS LOCAL,5,3.57,4378M,17.85,Approved,782278,,
REQ2500010963,Goods, 10001780,,"DRILL BIT 12MM X 160MM DIA, CONCRETE, PART NO. D00614, MAKE: MAKITA",MATERIALS LOCAL,5,4.097254902,4378M,20.48627451,Approved,782278,,
REQ2500010963,Goods, 10018474,,"DRILL BIT M20MM X 460MM, PART NO. 2608680291, MAKE: BOSCH",MATERIALS LOCAL,3,26.75,4378M,80.25,Approved,782278,,
REQ2500010988,Goods, 10000850,,"RELAY 24V DC 14-PIN, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,10,15.19,4378M,151.9,Approved,PO2500006431,,
REQ2500010988,Goods, 10000080,,"CONTACTOR 15KW 400V 32A (AC3) 50A (AC1) 3P + 1NO / 1NC 240V AC COIL, PART NO. LC1D32U7, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,20,123.81,4378M,2476.2,Approved,PO2500006431,,
REQ2500010988,Goods, 10010167,,"AUXILARY CONTACTOR 2NO + 2NC, PART NO. LADN22, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",MECHANICAL MATERIAL,10,38.25,4378M,382.5,Approved,PO2500006432,,
REQ2500010988,Goods, 10002357,,"ELBOW 25MM X 90DEG, PVC CLASS 16, MAKE: ATLAS, ORIGIN: UAE",CIVIL MATERIAL,50,0.68,4378M,34,Approved,PO2500006435,,
REQ2500010988,Goods, 10002346,,"SOCKET 25MM, PVC CLASS 16, MAKE: ATLAS, ORIGIN: UAE",CIVIL MATERIAL,50,0.55,4378M,27.5,Approved,PO2500006435,,
REQ2500010052,Goods, 10000157,,"ISOLATOR 32-40A, 3 POLE 220V, PART NO. KSE340TPN, W/P WITH METAL BODY, MAKE: ABB",ELECTRICAL MATERIAL,10,100,4378M,1000,Approved,PO2500006441,,
REQ2500010988,Goods, 10011543,,"CONTACTOR 40A 24VAC 2P 50/60 HZ, PART NO. MC40P2, MAKE: DACO, ORIGIN: KOREA",ELECTRICAL MATERIAL,20,45,4378M,900,Approved,PO2500006449,,
REQ2500010573,Goods, 10001974,,"BEARING PULLER 10"" X 6 LEGS, MAKE: MAX, ORIGIN: UAE",MATERIALS LOCAL,2,55,4378M,110,Approved,PO2500006461,,
REQ2500010573,Goods, 10028415,,"UNIVERSAL PLUNGER DIAL INDICATOR, PART NO. 196 A1Z, MAKE: STARRET, ORIGIN: UK",MECHANICAL MATERIAL,1,2540,4378M,2540,Approved,PO2500006461,,
REQ2500011167,Goods, 10017146,,"V BELT B-44, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,20,8.5,4378M,170,Approved,PO2500006498,,
REQ2500010988,Goods, 10014763,,"MAP GAS HAND TORCH WITH HOSE, MAKE: ECOFROST",MECHANICAL MATERIAL,5,65,4378M,325,Approved,PO2500006500,,
REQ2500010988,Goods, 10022011,,"COIL SENSOR FOR AC, PART NO. PE-4EAK, MAKE: MITSUBISHI",MECHANICAL MATERIAL,20,73.5,4378M,1470,Approved,PO2500006500,,
REQ2500011762,Goods, 10000138,,"CONTACTOR 50A(AC3) 80A(AC1) 3P + 1NO/1NC 220V AC COIL, 22 KW 400V 50/60HZ, PART NO. LC1D50AM7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,20,198.5,4378M,3970,Approved,PO2500006509,,
REQ2500011762,Goods, 10000157,,"ISOLATOR 32-40A, 3 POLE 220V, PART NO. KSE340TPN, W/P WITH METAL BODY, MAKE: ABB",ELECTRICAL MATERIAL,10,100,4378M,1000,Approved,PO2500006521,,
REQ2500011431,Goods, 10001167,,"FIRE EXTINGUISHER CO2 5KG - CE, KITEMARK, CIVIL DEFENSE APPROVED, MODEL NC5, BRAND: NAFFCO, ORIGIN: U.A.E",MECHANICAL MATERIAL,5,201,4378M,1005,Approved,PO2500006524,,
REQ2500011966,Goods, 10048901,,"FIXED PEDESTAL 390 X 456 X 449, MODEL NO. BNFNFP443M BBL, ORIGIN: FAREAST",OTHER EXPENSES,2,205,4378M,410,Approved,PO2500006546,,
REQ2500010052,Goods, 10007633,,"MAP GAS 750ML, PRODUCT CODE: 3.5698, MAKE: ROTHENBERGER, ORIGIN: GERMANY",MECHANICAL MATERIAL,7,19.5,4378M,136.5,Approved,PO2500006591,,
REQ2500010052,Goods, 10002582,,"CAPACITOR 50+5 MFD, R/ALUM, MAKE: TIBCON, ORIGIN: INDIA",ELECTRICAL MATERIAL,50,7.25,4378M,362.5,Approved,PO2500006592,,
REQ2500011120,Goods, 10002844,,"CAPACITOR 2.5 MFD (ROUND), PIN, PLASTIC, MAKE: SYSCAP, ORIGIN: INDIA",ELECTRICAL MATERIAL,20,3.75,4378M,75,Approved,782296,,
REQ2500011120,Goods, 10002708,,"CAPACITOR 10MFD, METAL BODY, ORIGIN: INDIA",ELECTRICAL MATERIAL,11,5.253825383,4378M,57.79207921,Approved,782296,,
REQ2500011120,Goods, 10002712,,"CAPACITOR 60MFD, ROUND MEATAL BODY, MAKE: SYSCAP, ORIGIN: INDIA",ELECTRICAL MATERIAL,100,10.55,4378M,1055,Approved,782296,,
REQ2500010052,Goods, 10014763,,"MAP GAS HAND TORCH WITH HOSE, MAKE: ECOFROST",MECHANICAL MATERIAL,4,65,4378M,260,Approved,PO2500006592,,
REQ2500011661,Goods, 10011469,,"TIME DELAY TIMER 3 - 10MIN, PART NO. ICM102B, MAKE: ICM, ORIGIN: USA",ELECTRICAL MATERIAL,15,14,4378M,210,Approved,PO2500006594,,
REQ2500010052,Goods, 10011469,,"TIME DELAY TIMER 3 - 10MIN, PART NO. ICM102B, MAKE: ICM, ORIGIN: USA",ELECTRICAL MATERIAL,20,14,4378M,280,Approved,PO2500006595,,
REQ2500010573,Goods, 10007205,,"FIRE EXTINGUISHER DCP, CAPACITY: 4KG, MODEL: P4, KITEMARK & ABU DHABI CIVIL DEFENCE APPROVED, MAKE: BRISTOL, ORIGIN: UAE",MECHANICAL MATERIAL,5,55.8,4378M,279,Approved,PO2500006600,,
REQ2500011754,Goods, 10017109,,"V BELT A-43, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,15,5.85,4378M,87.75,Approved,PO2500006637,,
REQ2500011754,Goods, 10017141,,"V BELT A-44, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,15,6.25,4378M,93.75,Approved,PO2500006637,,
REQ2500011754,Goods, 10047141,,"V BELT A-27, MAKE: PIX, ORIGIN; INDIA",MECHANICAL MATERIAL,15,3.75,4378M,56.25,Approved,PO2500006637,,
REQ2500011151,Goods, 10002445,,"GARBAGE BAG THICK 80 X 110 X 100 MICRON, RECYCLED, BLACK, PACKING: 18KG / BDL, ORIGIN: UAE",MATERIALS LOCAL,5,82,4378M,410,Approved,782304,,
REQ2500011151,Goods, 10002921,,"CAPACITOR 15MFD, MAKE: TIBCON, ORIGIN: INDIA",ELECTRICAL MATERIAL,20,6.997464193,4378M,139.9492839,Approved,782304,,
REQ2500011151,Goods, 10002700,,"CAPACITOR 7.5 MFD 370 VAC, ROUND METAL, ORIGIN: INDIA",ELECTRICAL MATERIAL,20,4.75,4378M,95,Approved,782304,,
REQ2500011151,Goods, 10002716,,"CAPACITOR 35+7.5 MFD, ORIGIN: INDIA",ELECTRICAL MATERIAL,10,13,4378M,130,Approved,782304,,
REQ2500011151,Goods, 10008829,,"CONTACTOR 35A 2P 220V, Model No. MC35P2, MAKE: DACO, ORIGIN: KOREA",ELECTRICAL MATERIAL,200,40,4378M,8000,Approved,782304,,
REQ2500011151,Goods, 10000226,,"SCREW DRIVER 6"" FLAT WITH RUBBER HANDLE, MAKE: CLARK",MATERIALS LOCAL,20,4.006980753,4378M,80.13961506,Approved,782304,,
REQ2500011151,Goods, 10036803,,"ORS SACHET 21.8GM [1L WATER], ORANGE / LEMON / PINEAPPLE / APPLE FLAVORS & MANGO, PACKING: 10 SACHETS / BOX, MAKE: SUPER LYTE, ORIGIN: INDIA",MATERIALS LOCAL,3,11,4378M,33,Approved,782304,,
REQ2500011151,Goods, 10001983,,"FIRST AID BOX PLASTIC WITH MATERIAL 25 - 50 PERSONS, WALL MOUNTED, EQ30, MODEL NO. 131, MAKE: AIDPLUS",OTHER EXPENSES,3,65,4378M,195,Approved,782304,,
REQ2500011151,Goods, 10001672,,"FABRIC VEST WITH HIGH VISIBILITY 2 VERTICAL & HORIZONTAL REFLECTIVE TAPE, WEIGHT OF PER PCS - 113 GSM, 100% POLYESTER KNITTED FLUORESCENT FABRIC, COLOUR: YELLOW, SIZE: S - 5XL, MODEL NO. SAJ, MAKE: VAULTEX",MATERIALS LOCAL,20,3.6,4378M,72,Approved,782304,,
REQ2500011754,Goods, 10010234,,"V-BELT A-26, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,15,3.75,4378M,56.25,Approved,PO2500006637,,
REQ2500012041,Goods, 10008836,,"THERMOSTAT DX DIGITAL 24V 2 STAGE HEAT/COOL FOCUSPRO 5000 NON-PROGRAMMABLE, MODEL NO. TH5220D1003/U / D1029, MAKE: HONEYWELL",MECHANICAL MATERIAL,10,220,4378M,2200,Approved,PO2500006641,,
REQ2500012041,Goods, 10049756,,"CHARGING HOSE RUBBER BUSH, ORIGIN: CHINA",MATERIALS LOCAL,10,0.3,4378M,3,Approved,PO2500006641,,
REQ2500011729,Goods, 10009807,,"BEARING 6202-2ZC3, MAKE: SKF ",MECHANICAL MATERIAL,30,11.25,4378M,337.5,Approved,PO2500006727,,
REQ2500011729,Goods, 10000151,,"CONTACTOR 9A 3P 240V AC, 1NO+1NC, 50/60HZ., PART NO. LC1D09U7, MAKE: SCHNEIDER ELECTRIC",ELECTRICAL MATERIAL,15,43.5,4378M,652.5,Approved,PO2500006728,,
REQ2500011428,Goods, 10001931,,"SPECTACLE GRAY FRAME GRAY LENS H.C WITH ORANGE RUBBER INSERT, MODEL NO. SSP 544 C, EN166 COVERAGE,MEETS: ANSI Z87.1,FRAME/LENS COLOR: GREY/DARK,MODEL:SSP544,MAKE: EYEVEX, ORIGIN: TAIWAN",MATERIALS LOCAL,50,3.5,4378M,175,Approved,787285,,
REQ2500011428,Goods, 10001921,,"GLOVES MULTI-PURPOSE, MODEL NO. ST-2025 TACTIFLEX, PACKING: 1 PR / POLYBAG / 144 PR / CTN, MAKE: STEGO GLOVES TECHNOLOGIES",MATERIALS LOCAL,30,6.5,4378M,195,Approved,787285,,
REQ2500011428,Goods, 10036803,,"ORS SACHET 21.8GM [1L WATER], ORANGE / LEMON / PINEAPPLE / APPLE FLAVORS & MANGO, PACKING: 10 SACHETS / BOX, MAKE: SUPER LYTE, ORIGIN: INDIA",MATERIALS LOCAL,3,11,4378M,33,Approved,787285,,
REQ2500012267,Goods, 10019516,,"FLEXIBLE CABLE 4C X 2.5SQMM, MAKE: MESC, ORIGIN: UAE",CABLES,2,392,4378M,784,Approved,PO2500006759,,
REQ2500011652,Goods, 10041537,,"RELAY 14PIN 240VAC, WITH BASE, PART NO. RXM4AB1U7, MAKE: SCHNEIDER",ELECTRICAL MATERIAL,20,17,4378M,340,Approved,PO2500006760,,
REQ2500012267,Goods, 10001953,,"PIPE 1"" X 6MTR, PVC CLASS E, MAKE: POWER, ORIGIN: UAE",PIPES,18,11,4378M,198,Approved,PO2500006766,,
REQ2500011607,Goods, 10014774,,"V BELT A-29, MAKE: PIX, ORIGIN: INDIA",MECHANICAL MATERIAL,20,5,4378M,100,Approved,PO2500006771,,
REQ2500011590,Goods, 10035460,,"INSULATION TESTER 250/500V/1000V- WITH CERTIFICATE OF CALIBRATION, MODEL NO. MEGGER MIT230, MAKE: MEGGER",MECHANICAL MATERIAL,1,1990,4378M,1990,Approved,PO2500006774,,
REQ2500011590,Goods, 10050201,,"WATER COOLER 3 TAP, CAPACITY: 45GLN, STAINLESS STEEL WITH FILTER, MAKE: M GENERAL",ELECTRICAL EQUIPMENT,1,1000,4378M,1000,Approved,PO2500006775,,
REQ2500010052,Goods, 10002061,,"GYPSUM SCREW 1"" X 6MM, PACKING: 800 NOS/PKT, ORIGIN: CHINA",MATERIALS LOCAL,5,12,4378M,60,Approved,PO2500006792,,
REQ2500011614,Goods, 10001897,,"BLADE HACKSAW 12"" 18 TEETH, BRAND: STARRET",MATERIALS LOCAL,10,1.939994432,4378M,19.39994432,Approved,789260,,
REQ2500010052,Goods, 10022935,,"GYPSUM SCREW 1.5"" X 6MM, PACKING: 1000NOS/BOX, ORIGIN: CHINA",MATERIALS LOCAL,5,9,4378M,45,Approved,PO2500006792,,
REQ2500010052,Goods, 10026790,,"GLASS FUSE 2,5A, PART NO. MI5SF25V2, MAKE: MERSEN, ORIGIN: CHINA",ELECTRICAL MATERIAL,100,1,4378M,100,Approved,PO2500006793,,
REQ2500010052,Goods, 10000544,,"GLASS FUSE 4A, SIZE: 5 X 20",ELECTRICAL MATERIAL,50,1,4378M,50,Approved,PO2500006793,,
REQ2500010052,Goods, 10000826,,GLASS FUSE 5A,ELECTRICAL MATERIAL,50,1,4378M,50,Approved,PO2500006793,,
REQ2500010052,Goods, 10000827,,GLASS FUSE 6A,ELECTRICAL MATERIAL,50,1,4378M,50,Approved,PO2500006793,,
REQ2500011680,Goods, 10031268,,"SAFETY HARNESS FULL BODY WITH SAFE LINE, PART NO. SL10100 + SL25100, MAKE: KARAM",MATERIALS LOCAL,5,94,4378M,470,Approved,790260,,
REQ2500010052,Goods, 10000829,,GLASS FUSE 8A,ELECTRICAL MATERIAL,50,1,4378M,50,Approved,PO2500006793,,
REQ2500010052,Goods, 10000547,,"GLASS FUSE 7A, SIZE: 5 X 20",ELECTRICAL MATERIAL,50,1,4378M,50,Approved,PO2500006793,,
REQ2500012271,Goods, 10001953,,"PIPE 1"" X 6MTR, PVC CLASS E, MAKE: POWER, ORIGIN: UAE",PIPES,9,11,4378M,99,Approved,PO2500006815,,
REQ2500012270,Goods, 10001953,,"PIPE 1"" X 6MTR, PVC CLASS E, MAKE: POWER, ORIGIN: UAE",PIPES,8,11,4378M,88,Approved,PO2500006816,,
REQ2500012271,Goods, 10019516,,"FLEXIBLE CABLE 4C X 2.5SQMM, MAKE: MESC, ORIGIN: UAE",CABLES,1,392,4378M,392,Approved,PO2500006818,,
REQ2500012270,Goods, 10019516,,"FLEXIBLE CABLE 4C X 2.5SQMM, MAKE: MESC, ORIGIN: UAE",CABLES,2,392,4378M,784,Approved,PO2500006819,,
REQ2500011758,Goods, 10000033,,"PLUG TOP 15A, PART NO. VX0042, MAKE: VOLEX, ORIGIN: UK",ELECTRICAL MATERIAL,15,4.107361669,4378M,61.61042504,Approved,791261,,
REQ2500011758,Goods, 10000026,,"SWITCHED SOCKET 13A, 1 GANG, VX1300, MAKE: VOLEX, ORIGIN: UK",ELECTRICAL MATERIAL,10,5.125334977,4378M,51.25334977,Approved,791261,,
REQ2500012222,Goods, 10002681,,"SPLIT WALL 24000BTU HI-EER R410, ROTARY, MODEL NO. 123RASGA24-FD, MAKE: GENERAL, ORIGIN: THAILAND",AC,1,2725,4378M,2725,Approved,PO2500006869,,
REQ2500012235,Goods, 10002681,,"SPLIT WALL 24000BTU HI-EER R410, ROTARY, MODEL NO. 123RASGA24-FD, MAKE: GENERAL, ORIGIN: THAILAND",AC,1,2725,4378M,2725,Approved,PO2500006869,,
REQ2500011869,Goods, 10000068,,"THERMAL OVERLOAD RELAY 9-13A TESYSD CL10A, PART NO. LRD16, MAKE: SCHNEIDER ELECTRIC, ORIGIN: FRANCE",ELECTRICAL MATERIAL,2,53.75,4378M,107.5,Approved,794260,,
REQ2500011916,Goods, 10000195,,"INSULATION TAPE 19MM X 10Y, Y/G, MAKE: 3M, ORIGIN: UK",ELECTRICAL MATERIAL,100,0.98,4378M,98,Approved,793265,,
REQ2500011916,Goods, 10001888,,"GRIP PLIER 10"", GP10CL, MAKE: CLARKE",MATERIALS LOCAL,8,12.07547618,4378M,96.60380944,Approved,793265,,
REQ2500011937,Goods, 10036176,,"CONTACTOR 40/50A 3 POLE, 220V, ORIGIN: CHINA",ELECTRICAL MATERIAL,15,25,4378M,375,Approved,PO2500006891,,
REQ2500011937,Goods, 10036547,,"MAP GAS 750ML, MAKE: ECOFROST",GAS,10,13,4378M,130,Approved,PO2500006891,,
